01.01.2023,Day-ahead Price,Currency,Year,Month,Day,Hour
21:00 - 22:00,127.97,EUR,2023,4,25,22
22:00 - 23:00,98.5,EUR,2023,4,25,23
23:00 - 00:00,90.1,EUR,2023,4,25,24
00:00 - 01:00,95,EUR,2023,4,26,1
01:00 - 02:00,92.49,EUR,2023,4,26,2
02:00 - 03:00,93.33,EUR,2023,4,26,3
03:00 - 04:00,99.2,EUR,2023,4,26,4
04:00 - 05:00,125.16,EUR,2023,4,26,5
05:00 - 06:00,139.91,EUR,2023,4,26,6
06:00 - 07:00,135,EUR,2023,4,26,7
07:00 - 08:00,106,EUR,2023,4,26,8
08:00 - 09:00,98.23,EUR,2023,4,26,9
09:00 - 10:00,99.2,EUR,2023,4,26,10
10:00 - 11:00,90.03,EUR,2023,4,26,11
11:00 - 12:00,94.54,EUR,2023,4,26,12
12:00 - 13:00,88,EUR,2023,4,26,13
13:00 - 14:00,92.85,EUR,2023,4,26,14
14:00 - 15:00,98.2,EUR,2023,4,26,15
15:00 - 16:00,110,EUR,2023,4,26,16
16:00 - 17:00,125.08,EUR,2023,4,26,17
17:00 - 18:00,148.11,EUR,2023,4,26,18
18:00 - 19:00,154.97,EUR,2023,4,26,19
19:00 - 20:00,146.03,EUR,2023,4,26,20
20:00 - 21:00,124.42,EUR,2023,4,26,21
21:00 - 22:00,120.58,EUR,2023,4,26,22
22:00 - 23:00,107.12,EUR,2023,4,26,23
23:00 - 00:00,100.47,EUR,2023,4,26,24
00:00 - 01:00,97.92,EUR,2023,4,27,1
01:00 - 02:00,96.4,EUR,2023,4,27,2
02:00 - 03:00,97.37,EUR,2023,4,27,3
03:00 - 04:00,107.09,EUR,2023,4,27,4
04:00 - 05:00,116.86,EUR,2023,4,27,5
05:00 - 06:00,142.75,EUR,2023,4,27,6
06:00 - 07:00,134.97,EUR,2023,4,27,7
07:00 - 08:00,102.75,EUR,2023,4,27,8
08:00 - 09:00,90.6,EUR,2023,4,27,9
09:00 - 10:00,45,EUR,2023,4,27,10
10:00 - 11:00,50.1,EUR,2023,4,27,11
11:00 - 12:00,50,EUR,2023,4,27,12
12:00 - 13:00,44.9,EUR,2023,4,27,13
13:00 - 14:00,60,EUR,2023,4,27,14
14:00 - 15:00,79.68,EUR,2023,4,27,15
15:00 - 16:00,96.9,EUR,2023,4,27,16
16:00 - 17:00,109.27,EUR,2023,4,27,17
17:00 - 18:00,113.91,EUR,2023,4,27,18
18:00 - 19:00,120,EUR,2023,4,27,19
19:00 - 20:00,115,EUR,2023,4,27,20
20:00 - 21:00,103.8,EUR,2023,4,27,21
21:00 - 22:00,96.8,EUR,2023,4,27,22
22:00 - 23:00,102.03,EUR,2023,4,27,23
23:00 - 00:00,92.97,EUR,2023,4,27,24
00:00 - 01:00,90.35,EUR,2023,4,28,1
01:00 - 02:00,91.78,EUR,2023,4,28,2
02:00 - 03:00,92.82,EUR,2023,4,28,3
03:00 - 04:00,95.85,EUR,2023,4,28,4
04:00 - 05:00,113.25,EUR,2023,4,28,5
05:00 - 06:00,123.81,EUR,2023,4,28,6
06:00 - 07:00,126.73,EUR,2023,4,28,7
07:00 - 08:00,120.63,EUR,2023,4,28,8
08:00 - 09:00,113.13,EUR,2023,4,28,9
09:00 - 10:00,106.12,EUR,2023,4,28,10
10:00 - 11:00,102,EUR,2023,4,28,11
11:00 - 12:00,93.04,EUR,2023,4,28,12
12:00 - 13:00,90.14,EUR,2023,4,28,13
13:00 - 14:00,88.26,EUR,2023,4,28,14
14:00 - 15:00,90.6,EUR,2023,4,28,15
15:00 - 16:00,99.45,EUR,2023,4,28,16
16:00 - 17:00,115.42,EUR,2023,4,28,17
17:00 - 18:00,120.04,EUR,2023,4,28,18
18:00 - 19:00,125.43,EUR,2023,4,28,19
19:00 - 20:00,124.34,EUR,2023,4,28,20
20:00 - 21:00,116.71,EUR,2023,4,28,21
21:00 - 22:00,105.48,EUR,2023,4,28,22
22:00 - 23:00,115.59,EUR,2023,4,28,23
23:00 - 00:00,108.56,EUR,2023,4,28,24
00:00 - 01:00,106.1,EUR,2023,4,29,1
01:00 - 02:00,105,EUR,2023,4,29,2
02:00 - 03:00,101.24,EUR,2023,4,29,3
03:00 - 04:00,102.75,EUR,2023,4,29,4
04:00 - 05:00,103.24,EUR,2023,4,29,5
05:00 - 06:00,109.4,EUR,2023,4,29,6
06:00 - 07:00,115.64,EUR,2023,4,29,7
07:00 - 08:00,106.61,EUR,2023,4,29,8
08:00 - 09:00,103.59,EUR,2023,4,29,9
09:00 - 10:00,92.87,EUR,2023,4,29,10
10:00 - 11:00,82.23,EUR,2023,4,29,11
11:00 - 12:00,75.29,EUR,2023,4,29,12
12:00 - 13:00,66.2,EUR,2023,4,29,13
13:00 - 14:00,69.05,EUR,2023,4,29,14
14:00 - 15:00,80,EUR,2023,4,29,15
15:00 - 16:00,85,EUR,2023,4,29,16
16:00 - 17:00,100.1,EUR,2023,4,29,17
17:00 - 18:00,118.18,EUR,2023,4,29,18
18:00 - 19:00,119.12,EUR,2023,4,29,19
19:00 - 20:00,120,EUR,2023,4,29,20
20:00 - 21:00,115.57,EUR,2023,4,29,21
21:00 - 22:00,110,EUR,2023,4,29,22
22:00 - 23:00,99.28,EUR,2023,4,29,23
23:00 - 00:00,91.09,EUR,2023,4,29,24
00:00 - 01:00,88.38,EUR,2023,4,30,1
01:00 - 02:00,86.8,EUR,2023,4,30,2
02:00 - 03:00,86.45,EUR,2023,4,30,3
03:00 - 04:00,88.27,EUR,2023,4,30,4
04:00 - 05:00,85.84,EUR,2023,4,30,5
05:00 - 06:00,82,EUR,2023,4,30,6
06:00 - 07:00,75,EUR,2023,4,30,7
07:00 - 08:00,50,EUR,2023,4,30,8
08:00 - 09:00,27.7,EUR,2023,4,30,9
09:00 - 10:00,-41.11,EUR,2023,4,30,10
10:00 - 11:00,-99.6,EUR,2023,4,30,11
11:00 - 12:00,-59,EUR,2023,4,30,12
12:00 - 13:00,-34.9,EUR,2023,4,30,13
13:00 - 14:00,0.64,EUR,2023,4,30,14
14:00 - 15:00,14,EUR,2023,4,30,15
15:00 - 16:00,70.57,EUR,2023,4,30,16
16:00 - 17:00,105.96,EUR,2023,4,30,17
17:00 - 18:00,119.75,EUR,2023,4,30,18
18:00 - 19:00,125.01,EUR,2023,4,30,19
19:00 - 20:00,122.2,EUR,2023,4,30,20
20:00 - 21:00,117.12,EUR,2023,4,30,21
21:00 - 22:00,108.71,EUR,2023,4,30,22
22:00 - 23:00,109.9,EUR,2023,4,30,23
23:00 - 00:00,99.9,EUR,2023,4,30,24
00:00 - 01:00,95.49,EUR,2023,5,1,1
01:00 - 02:00,92.5,EUR,2023,5,1,2
02:00 - 03:00,88.5,EUR,2023,5,1,3
03:00 - 04:00,88,EUR,2023,5,1,4
04:00 - 05:00,87.7,EUR,2023,5,1,5
05:00 - 06:00,98,EUR,2023,5,1,6
06:00 - 07:00,96.18,EUR,2023,5,1,7
07:00 - 08:00,101.2,EUR,2023,5,1,8
08:00 - 09:00,90.69,EUR,2023,5,1,9
09:00 - 10:00,67.99,EUR,2023,5,1,10
10:00 - 11:00,54.63,EUR,2023,5,1,11
11:00 - 12:00,34.69,EUR,2023,5,1,12
12:00 - 13:00,30,EUR,2023,5,1,13
13:00 - 14:00,41.19,EUR,2023,5,1,14
14:00 - 15:00,76.25,EUR,2023,5,1,15
15:00 - 16:00,89.95,EUR,2023,5,1,16
16:00 - 17:00,113.86,EUR,2023,5,1,17
17:00 - 18:00,123.11,EUR,2023,5,1,18
18:00 - 19:00,128.22,EUR,2023,5,1,19
19:00 - 20:00,121.72,EUR,2023,5,1,20
20:00 - 21:00,117.9,EUR,2023,5,1,21
21:00 - 22:00,111.04,EUR,2023,5,1,22
22:00 - 23:00,98.48,EUR,2023,5,1,23
23:00 - 00:00,85.6,EUR,2023,5,1,24
00:00 - 01:00,83.3,EUR,2023,5,2,1
01:00 - 02:00,80.9,EUR,2023,5,2,2
02:00 - 03:00,81.22,EUR,2023,5,2,3
03:00 - 04:00,90.39,EUR,2023,5,2,4
04:00 - 05:00,111.06,EUR,2023,5,2,5
05:00 - 06:00,127.42,EUR,2023,5,2,6
06:00 - 07:00,135.15,EUR,2023,5,2,7
07:00 - 08:00,122.99,EUR,2023,5,2,8
08:00 - 09:00,115.71,EUR,2023,5,2,9
09:00 - 10:00,108.96,EUR,2023,5,2,10
10:00 - 11:00,98.46,EUR,2023,5,2,11
11:00 - 12:00,92.76,EUR,2023,5,2,12
12:00 - 13:00,86.32,EUR,2023,5,2,13
13:00 - 14:00,81.97,EUR,2023,5,2,14
14:00 - 15:00,87.2,EUR,2023,5,2,15
15:00 - 16:00,94.43,EUR,2023,5,2,16
16:00 - 17:00,117.38,EUR,2023,5,2,17
17:00 - 18:00,130,EUR,2023,5,2,18
18:00 - 19:00,142.86,EUR,2023,5,2,19
19:00 - 20:00,133.69,EUR,2023,5,2,20
20:00 - 21:00,124.02,EUR,2023,5,2,21
21:00 - 22:00,116.13,EUR,2023,5,2,22
22:00 - 23:00,107.65,EUR,2023,5,2,23
23:00 - 00:00,102.63,EUR,2023,5,2,24
00:00 - 01:00,100.97,EUR,2023,5,3,1
01:00 - 02:00,97.8,EUR,2023,5,3,2
02:00 - 03:00,97.37,EUR,2023,5,3,3
03:00 - 04:00,110.09,EUR,2023,5,3,4
04:00 - 05:00,123.85,EUR,2023,5,3,5
05:00 - 06:00,132.46,EUR,2023,5,3,6
06:00 - 07:00,125.1,EUR,2023,5,3,7
07:00 - 08:00,110.1,EUR,2023,5,3,8
08:00 - 09:00,91.16,EUR,2023,5,3,9
09:00 - 10:00,84.16,EUR,2023,5,3,10
10:00 - 11:00,77.42,EUR,2023,5,3,11
11:00 - 12:00,36,EUR,2023,5,3,12
12:00 - 13:00,24.3,EUR,2023,5,3,13
13:00 - 14:00,50,EUR,2023,5,3,14
14:00 - 15:00,81.29,EUR,2023,5,3,15
15:00 - 16:00,96.92,EUR,2023,5,3,16
16:00 - 17:00,104.9,EUR,2023,5,3,17
17:00 - 18:00,123.1,EUR,2023,5,3,18
18:00 - 19:00,147.73,EUR,2023,5,3,19
19:00 - 20:00,128.9,EUR,2023,5,3,20
20:00 - 21:00,116.82,EUR,2023,5,3,21
21:00 - 22:00,101.59,EUR,2023,5,3,22
22:00 - 23:00,99.18,EUR,2023,5,3,23
23:00 - 00:00,94.35,EUR,2023,5,3,24
00:00 - 01:00,93,EUR,2023,5,4,1
01:00 - 02:00,93.78,EUR,2023,5,4,2
02:00 - 03:00,94.16,EUR,2023,5,4,3
03:00 - 04:00,105.33,EUR,2023,5,4,4
04:00 - 05:00,109.5,EUR,2023,5,4,5
05:00 - 06:00,128.98,EUR,2023,5,4,6
06:00 - 07:00,119.9,EUR,2023,5,4,7
07:00 - 08:00,104.42,EUR,2023,5,4,8
08:00 - 09:00,90,EUR,2023,5,4,9
09:00 - 10:00,79.6,EUR,2023,5,4,10
10:00 - 11:00,70.06,EUR,2023,5,4,11
11:00 - 12:00,59.72,EUR,2023,5,4,12
12:00 - 13:00,56.69,EUR,2023,5,4,13
13:00 - 14:00,57,EUR,2023,5,4,14
14:00 - 15:00,78.65,EUR,2023,5,4,15
15:00 - 16:00,94.29,EUR,2023,5,4,16
16:00 - 17:00,111.32,EUR,2023,5,4,17
17:00 - 18:00,118.53,EUR,2023,5,4,18
18:00 - 19:00,120.49,EUR,2023,5,4,19
19:00 - 20:00,114.74,EUR,2023,5,4,20
20:00 - 21:00,105.12,EUR,2023,5,4,21
21:00 - 22:00,94.36,EUR,2023,5,4,22
22:00 - 23:00,91.5,EUR,2023,5,4,23
23:00 - 00:00,81.8,EUR,2023,5,4,24
00:00 - 01:00,78.49,EUR,2023,5,5,1
01:00 - 02:00,79.51,EUR,2023,5,5,2
02:00 - 03:00,78.49,EUR,2023,5,5,3
03:00 - 04:00,87.52,EUR,2023,5,5,4
04:00 - 05:00,101.22,EUR,2023,5,5,5
05:00 - 06:00,113.75,EUR,2023,5,5,6
06:00 - 07:00,109.01,EUR,2023,5,5,7
07:00 - 08:00,90.8,EUR,2023,5,5,8
08:00 - 09:00,84.07,EUR,2023,5,5,9
09:00 - 10:00,71.7,EUR,2023,5,5,10
10:00 - 11:00,72.03,EUR,2023,5,5,11
11:00 - 12:00,77.36,EUR,2023,5,5,12
12:00 - 13:00,78.9,EUR,2023,5,5,13
13:00 - 14:00,81.08,EUR,2023,5,5,14
14:00 - 15:00,91.16,EUR,2023,5,5,15
15:00 - 16:00,99.87,EUR,2023,5,5,16
16:00 - 17:00,112.8,EUR,2023,5,5,17
17:00 - 18:00,120.54,EUR,2023,5,5,18
18:00 - 19:00,128.76,EUR,2023,5,5,19
19:00 - 20:00,126.31,EUR,2023,5,5,20
20:00 - 21:00,115.56,EUR,2023,5,5,21
21:00 - 22:00,124.05,EUR,2023,5,5,22
22:00 - 23:00,106.71,EUR,2023,5,5,23
23:00 - 00:00,99.62,EUR,2023,5,5,24
00:00 - 01:00,95.71,EUR,2023,5,6,1
01:00 - 02:00,91.7,EUR,2023,5,6,2
02:00 - 03:00,89.93,EUR,2023,5,6,3
03:00 - 04:00,91.7,EUR,2023,5,6,4
04:00 - 05:00,97.2,EUR,2023,5,6,5
05:00 - 06:00,99.02,EUR,2023,5,6,6
06:00 - 07:00,95.13,EUR,2023,5,6,7
07:00 - 08:00,93.28,EUR,2023,5,6,8
08:00 - 09:00,82.53,EUR,2023,5,6,9
09:00 - 10:00,74.42,EUR,2023,5,6,10
10:00 - 11:00,70.36,EUR,2023,5,6,11
11:00 - 12:00,55.69,EUR,2023,5,6,12
12:00 - 13:00,50,EUR,2023,5,6,13
13:00 - 14:00,63.16,EUR,2023,5,6,14
14:00 - 15:00,74.64,EUR,2023,5,6,15
15:00 - 16:00,90.3,EUR,2023,5,6,16
16:00 - 17:00,102.7,EUR,2023,5,6,17
17:00 - 18:00,108.05,EUR,2023,5,6,18
18:00 - 19:00,115.36,EUR,2023,5,6,19
19:00 - 20:00,108.71,EUR,2023,5,6,20
20:00 - 21:00,103.12,EUR,2023,5,6,21
21:00 - 22:00,92.38,EUR,2023,5,6,22
22:00 - 23:00,123.71,EUR,2023,5,6,23
23:00 - 00:00,112,EUR,2023,5,6,24
00:00 - 01:00,107.61,EUR,2023,5,7,1
01:00 - 02:00,86.27,EUR,2023,5,7,2
02:00 - 03:00,85.69,EUR,2023,5,7,3
03:00 - 04:00,86.85,EUR,2023,5,7,4
04:00 - 05:00,90.1,EUR,2023,5,7,5
05:00 - 06:00,84.1,EUR,2023,5,7,6
06:00 - 07:00,80.29,EUR,2023,5,7,7
07:00 - 08:00,78.82,EUR,2023,5,7,8
08:00 - 09:00,67.07,EUR,2023,5,7,9
09:00 - 10:00,54.36,EUR,2023,5,7,10
10:00 - 11:00,52.25,EUR,2023,5,7,11
11:00 - 12:00,55,EUR,2023,5,7,12
12:00 - 13:00,45,EUR,2023,5,7,13
13:00 - 14:00,40,EUR,2023,5,7,14
14:00 - 15:00,60.37,EUR,2023,5,7,15
15:00 - 16:00,82.34,EUR,2023,5,7,16
16:00 - 17:00,98.99,EUR,2023,5,7,17
17:00 - 18:00,123.94,EUR,2023,5,7,18
18:00 - 19:00,110.1,EUR,2023,5,7,19
19:00 - 20:00,120,EUR,2023,5,7,20
20:00 - 21:00,123.99,EUR,2023,5,7,21
21:00 - 22:00,100,EUR,2023,5,7,22
22:00 - 23:00,118.1,EUR,2023,5,7,23
23:00 - 00:00,100,EUR,2023,5,7,24
00:00 - 01:00,95.59,EUR,2023,5,8,1
01:00 - 02:00,85.99,EUR,2023,5,8,2
02:00 - 03:00,84.35,EUR,2023,5,8,3
03:00 - 04:00,90.91,EUR,2023,5,8,4
04:00 - 05:00,103.29,EUR,2023,5,8,5
05:00 - 06:00,117.87,EUR,2023,5,8,6
06:00 - 07:00,110.97,EUR,2023,5,8,7
07:00 - 08:00,100.01,EUR,2023,5,8,8
08:00 - 09:00,92.59,EUR,2023,5,8,9
09:00 - 10:00,85.85,EUR,2023,5,8,10
10:00 - 11:00,80.6,EUR,2023,5,8,11
11:00 - 12:00,70.1,EUR,2023,5,8,12
12:00 - 13:00,70.63,EUR,2023,5,8,13
13:00 - 14:00,78,EUR,2023,5,8,14
14:00 - 15:00,84.01,EUR,2023,5,8,15
15:00 - 16:00,97.05,EUR,2023,5,8,16
16:00 - 17:00,109.82,EUR,2023,5,8,17
17:00 - 18:00,131.91,EUR,2023,5,8,18
18:00 - 19:00,129.37,EUR,2023,5,8,19
19:00 - 20:00,121.99,EUR,2023,5,8,20
20:00 - 21:00,119.88,EUR,2023,5,8,21
21:00 - 22:00,114,EUR,2023,5,8,22
22:00 - 23:00,95.96,EUR,2023,5,8,23
23:00 - 00:00,87.52,EUR,2023,5,8,24
00:00 - 01:00,84.6,EUR,2023,5,9,1
01:00 - 02:00,84.17,EUR,2023,5,9,2
02:00 - 03:00,85.25,EUR,2023,5,9,3
03:00 - 04:00,92.45,EUR,2023,5,9,4
04:00 - 05:00,111.58,EUR,2023,5,9,5
05:00 - 06:00,121,EUR,2023,5,9,6
06:00 - 07:00,117.88,EUR,2023,5,9,7
07:00 - 08:00,113.13,EUR,2023,5,9,8
08:00 - 09:00,119.9,EUR,2023,5,9,9
09:00 - 10:00,113.34,EUR,2023,5,9,10
10:00 - 11:00,131.53,EUR,2023,5,9,11
11:00 - 12:00,112.8,EUR,2023,5,9,12
12:00 - 13:00,97.8,EUR,2023,5,9,13
13:00 - 14:00,81.7,EUR,2023,5,9,14
14:00 - 15:00,84.44,EUR,2023,5,9,15
15:00 - 16:00,100.06,EUR,2023,5,9,16
16:00 - 17:00,116.34,EUR,2023,5,9,17
17:00 - 18:00,121.55,EUR,2023,5,9,18
18:00 - 19:00,119.84,EUR,2023,5,9,19
19:00 - 20:00,111,EUR,2023,5,9,20
20:00 - 21:00,104.67,EUR,2023,5,9,21
21:00 - 22:00,89.93,EUR,2023,5,9,22
22:00 - 23:00,94.82,EUR,2023,5,9,23
23:00 - 00:00,90.06,EUR,2023,5,9,24
00:00 - 01:00,88.38,EUR,2023,5,10,1
01:00 - 02:00,86.19,EUR,2023,5,10,2
02:00 - 03:00,87.94,EUR,2023,5,10,3
03:00 - 04:00,89.59,EUR,2023,5,10,4
04:00 - 05:00,106.43,EUR,2023,5,10,5
05:00 - 06:00,119.53,EUR,2023,5,10,6
06:00 - 07:00,133.05,EUR,2023,5,10,7
07:00 - 08:00,110.24,EUR,2023,5,10,8
08:00 - 09:00,105.82,EUR,2023,5,10,9
09:00 - 10:00,101.06,EUR,2023,5,10,10
10:00 - 11:00,97,EUR,2023,5,10,11
11:00 - 12:00,92.95,EUR,2023,5,10,12
12:00 - 13:00,91.76,EUR,2023,5,10,13
13:00 - 14:00,94.86,EUR,2023,5,10,14
14:00 - 15:00,104.81,EUR,2023,5,10,15
15:00 - 16:00,101.2,EUR,2023,5,10,16
16:00 - 17:00,120,EUR,2023,5,10,17
17:00 - 18:00,135.73,EUR,2023,5,10,18
18:00 - 19:00,147.42,EUR,2023,5,10,19
19:00 - 20:00,134.15,EUR,2023,5,10,20
20:00 - 21:00,117.73,EUR,2023,5,10,21
21:00 - 22:00,109.9,EUR,2023,5,10,22
22:00 - 23:00,100,EUR,2023,5,10,23
23:00 - 00:00,96.94,EUR,2023,5,10,24
00:00 - 01:00,96,EUR,2023,5,11,1
01:00 - 02:00,95.88,EUR,2023,5,11,2
02:00 - 03:00,93.06,EUR,2023,5,11,3
03:00 - 04:00,103.18,EUR,2023,5,11,4
04:00 - 05:00,110,EUR,2023,5,11,5
05:00 - 06:00,129.9,EUR,2023,5,11,6
06:00 - 07:00,148,EUR,2023,5,11,7
07:00 - 08:00,134.05,EUR,2023,5,11,8
08:00 - 09:00,113.2,EUR,2023,5,11,9
09:00 - 10:00,115.03,EUR,2023,5,11,10
10:00 - 11:00,104.53,EUR,2023,5,11,11
11:00 - 12:00,95.37,EUR,2023,5,11,12
12:00 - 13:00,95.71,EUR,2023,5,11,13
13:00 - 14:00,85.2,EUR,2023,5,11,14
14:00 - 15:00,76.36,EUR,2023,5,11,15
15:00 - 16:00,110.32,EUR,2023,5,11,16
16:00 - 17:00,123.19,EUR,2023,5,11,17
17:00 - 18:00,147,EUR,2023,5,11,18
18:00 - 19:00,132.8,EUR,2023,5,11,19
19:00 - 20:00,118.4,EUR,2023,5,11,20
20:00 - 21:00,113.99,EUR,2023,5,11,21
21:00 - 22:00,101.66,EUR,2023,5,11,22
22:00 - 23:00,98.53,EUR,2023,5,11,23
23:00 - 00:00,90.55,EUR,2023,5,11,24
00:00 - 01:00,89.84,EUR,2023,5,12,1
01:00 - 02:00,90,EUR,2023,5,12,2
02:00 - 03:00,90.8,EUR,2023,5,12,3
03:00 - 04:00,98.68,EUR,2023,5,12,4
04:00 - 05:00,108.73,EUR,2023,5,12,5
05:00 - 06:00,126.96,EUR,2023,5,12,6
06:00 - 07:00,137.54,EUR,2023,5,12,7
07:00 - 08:00,113.3,EUR,2023,5,12,8
08:00 - 09:00,101.6,EUR,2023,5,12,9
09:00 - 10:00,97.58,EUR,2023,5,12,10
10:00 - 11:00,74.97,EUR,2023,5,12,11
11:00 - 12:00,64.1,EUR,2023,5,12,12
12:00 - 13:00,62.51,EUR,2023,5,12,13
13:00 - 14:00,69.55,EUR,2023,5,12,14
14:00 - 15:00,80.93,EUR,2023,5,12,15
15:00 - 16:00,93.69,EUR,2023,5,12,16
16:00 - 17:00,106.63,EUR,2023,5,12,17
17:00 - 18:00,119.62,EUR,2023,5,12,18
18:00 - 19:00,122.12,EUR,2023,5,12,19
19:00 - 20:00,115.8,EUR,2023,5,12,20
20:00 - 21:00,101.19,EUR,2023,5,12,21
21:00 - 22:00,97.82,EUR,2023,5,12,22
22:00 - 23:00,104.91,EUR,2023,5,12,23
23:00 - 00:00,98.29,EUR,2023,5,12,24
00:00 - 01:00,94.84,EUR,2023,5,13,1
01:00 - 02:00,96.14,EUR,2023,5,13,2
02:00 - 03:00,96.54,EUR,2023,5,13,3
03:00 - 04:00,97.83,EUR,2023,5,13,4
04:00 - 05:00,94.9,EUR,2023,5,13,5
05:00 - 06:00,90.79,EUR,2023,5,13,6
06:00 - 07:00,94.47,EUR,2023,5,13,7
07:00 - 08:00,89.08,EUR,2023,5,13,8
08:00 - 09:00,65,EUR,2023,5,13,9
09:00 - 10:00,0,EUR,2023,5,13,10
10:00 - 11:00,-48.99,EUR,2023,5,13,11
11:00 - 12:00,-99.93,EUR,2023,5,13,12
12:00 - 13:00,-40,EUR,2023,5,13,13
13:00 - 14:00,-2.26,EUR,2023,5,13,14
14:00 - 15:00,27.72,EUR,2023,5,13,15
15:00 - 16:00,74.53,EUR,2023,5,13,16
16:00 - 17:00,83.7,EUR,2023,5,13,17
17:00 - 18:00,109.43,EUR,2023,5,13,18
18:00 - 19:00,118.6,EUR,2023,5,13,19
19:00 - 20:00,113.48,EUR,2023,5,13,20
20:00 - 21:00,109.96,EUR,2023,5,13,21
21:00 - 22:00,104.97,EUR,2023,5,13,22
22:00 - 23:00,102.37,EUR,2023,5,13,23
23:00 - 00:00,98.18,EUR,2023,5,13,24
00:00 - 01:00,94.3,EUR,2023,5,14,1
01:00 - 02:00,85.37,EUR,2023,5,14,2
02:00 - 03:00,86.42,EUR,2023,5,14,3
03:00 - 04:00,93.22,EUR,2023,5,14,4
04:00 - 05:00,81.33,EUR,2023,5,14,5
05:00 - 06:00,73.87,EUR,2023,5,14,6
06:00 - 07:00,75.69,EUR,2023,5,14,7
07:00 - 08:00,54.9,EUR,2023,5,14,8
08:00 - 09:00,25.09,EUR,2023,5,14,9
09:00 - 10:00,13.89,EUR,2023,5,14,10
10:00 - 11:00,9.7,EUR,2023,5,14,11
11:00 - 12:00,1.85,EUR,2023,5,14,12
12:00 - 13:00,0.16,EUR,2023,5,14,13
13:00 - 14:00,1.78,EUR,2023,5,14,14
14:00 - 15:00,28.66,EUR,2023,5,14,15
15:00 - 16:00,81,EUR,2023,5,14,16
16:00 - 17:00,101.18,EUR,2023,5,14,17
17:00 - 18:00,116,EUR,2023,5,14,18
18:00 - 19:00,126.62,EUR,2023,5,14,19
19:00 - 20:00,127.99,EUR,2023,5,14,20
20:00 - 21:00,119.14,EUR,2023,5,14,21
21:00 - 22:00,107.58,EUR,2023,5,14,22
22:00 - 23:00,117.15,EUR,2023,5,14,23
23:00 - 00:00,105.75,EUR,2023,5,14,24
00:00 - 01:00,101.38,EUR,2023,5,15,1
01:00 - 02:00,105.25,EUR,2023,5,15,2
02:00 - 03:00,104.12,EUR,2023,5,15,3
03:00 - 04:00,119.92,EUR,2023,5,15,4
04:00 - 05:00,109.9,EUR,2023,5,15,5
05:00 - 06:00,142.86,EUR,2023,5,15,6
06:00 - 07:00,139.94,EUR,2023,5,15,7
07:00 - 08:00,123.7,EUR,2023,5,15,8
08:00 - 09:00,100.28,EUR,2023,5,15,9
09:00 - 10:00,94.04,EUR,2023,5,15,10
10:00 - 11:00,89.03,EUR,2023,5,15,11
11:00 - 12:00,90.21,EUR,2023,5,15,12
12:00 - 13:00,88.55,EUR,2023,5,15,13
13:00 - 14:00,87.66,EUR,2023,5,15,14
14:00 - 15:00,87.95,EUR,2023,5,15,15
15:00 - 16:00,90.1,EUR,2023,5,15,16
16:00 - 17:00,90,EUR,2023,5,15,17
17:00 - 18:00,109.93,EUR,2023,5,15,18
18:00 - 19:00,129.2,EUR,2023,5,15,19
19:00 - 20:00,122.32,EUR,2023,5,15,20
20:00 - 21:00,109.9,EUR,2023,5,15,21
21:00 - 22:00,93.89,EUR,2023,5,15,22
22:00 - 23:00,78.96,EUR,2023,5,15,23
23:00 - 00:00,73.1,EUR,2023,5,15,24
00:00 - 01:00,70.01,EUR,2023,5,16,1
01:00 - 02:00,63.56,EUR,2023,5,16,2
02:00 - 03:00,65.9,EUR,2023,5,16,3
03:00 - 04:00,74.16,EUR,2023,5,16,4
04:00 - 05:00,98.18,EUR,2023,5,16,5
05:00 - 06:00,114.97,EUR,2023,5,16,6
06:00 - 07:00,119.54,EUR,2023,5,16,7
07:00 - 08:00,96.2,EUR,2023,5,16,8
08:00 - 09:00,81.9,EUR,2023,5,16,9
09:00 - 10:00,70.77,EUR,2023,5,16,10
10:00 - 11:00,40.66,EUR,2023,5,16,11
11:00 - 12:00,39.07,EUR,2023,5,16,12
12:00 - 13:00,14.94,EUR,2023,5,16,13
13:00 - 14:00,11.05,EUR,2023,5,16,14
14:00 - 15:00,42.78,EUR,2023,5,16,15
15:00 - 16:00,72.46,EUR,2023,5,16,16
16:00 - 17:00,87.19,EUR,2023,5,16,17
17:00 - 18:00,104.91,EUR,2023,5,16,18
18:00 - 19:00,117.64,EUR,2023,5,16,19
19:00 - 20:00,120.05,EUR,2023,5,16,20
20:00 - 21:00,113,EUR,2023,5,16,21
21:00 - 22:00,97.23,EUR,2023,5,16,22
22:00 - 23:00,94.9,EUR,2023,5,16,23
23:00 - 00:00,83.6,EUR,2023,5,16,24
00:00 - 01:00,78.78,EUR,2023,5,17,1
01:00 - 02:00,70,EUR,2023,5,17,2
02:00 - 03:00,72.52,EUR,2023,5,17,3
03:00 - 04:00,79.83,EUR,2023,5,17,4
04:00 - 05:00,105.19,EUR,2023,5,17,5
05:00 - 06:00,113.37,EUR,2023,5,17,6
06:00 - 07:00,105.55,EUR,2023,5,17,7
07:00 - 08:00,83.05,EUR,2023,5,17,8
08:00 - 09:00,72.33,EUR,2023,5,17,9
09:00 - 10:00,40,EUR,2023,5,17,10
10:00 - 11:00,0,EUR,2023,5,17,11
11:00 - 12:00,0,EUR,2023,5,17,12
12:00 - 13:00,-3.91,EUR,2023,5,17,13
13:00 - 14:00,6.01,EUR,2023,5,17,14
